"Content URL","Type","DateTime","Page Name","Author Name","Content Text","Multimedia Story","Message","Submessage","Sentiment","Mentioned Location","Language","Issues","Page URL","Hotlist Name","Relevance Score","Last Updated Ingest","Page ID","Commenter ID","Post ID","Content ID","Like Count"
"http://facebook.com/121507374560090_2531004143610389","feed","2019-04-04 01:37:26","The Irrawaddy - Burmese Edition","The Irrawaddy - Burmese Edition","ထုိျဖစ္စဥ္ႏွင့္ ပတ္သက္၍ ျမန္မာ့ ႏုိင္ငံေရး သမုိင္းေလ့လာသူမ်ားက ႏုိင္ငံေရးသမားမ်ား၏ ပဋိပကၡတြင္ စစ္တပ္ကုိ ၀င္ ေရာက္ စြက္ဖက္ႏုိင္ေအာင္ လမ္းခင္းေပးျခင္းသည္ ဒီမုိကေရစီကုိ ႀကိဳးကြင္းစြပ္သလုိ ျဖစ္ေၾကာင္း မွတ္ခ်က္ျပဳခဲ့ၾကသည္။ ဆက္လက္ဖတ္ရႈရန္ - http://bit.ly/2UbQE9g",,"","","","","","","www.facebook.com/theirrawaddyburmese/","GEC_Burma_NewsOutlets",1554341846000,"2019-04-04 08:05:39.109","121507374560090",,"121507374560090_2531004143610389","121507374560090_2531004143610389",
"http://facebook.com/112882212089978_2506665469378295","feed","2019-04-04 01:45:51","The Irrawaddy - English Edition","The Irrawaddy - English Edition","On April 4  1954  three politicians were tried for attempting to convince military chief General Ne Win to topple the U Nu government.Browse more interesting On This Day entries here: https://goo.gl/nqQFSf",,"","","","","","","www.facebook.com/theirrawaddy/","GEC_Burma_NewsOutlets",1554342351000,"2019-04-04 10:51:01.889","112882212089978",,"112882212089978_2506665469378295","112882212089978_2506665469378295",
"http://facebook.com/121507374560090_2530265143684289","feed","2019-04-04 02:00:00","The Irrawaddy - Burmese Edition","The Irrawaddy - Burmese Edition","ရခုိင္ျပည္နယ္ အတြင္း ျဖစ္ပြားေနသည့္ တုိက္ပြဲမ်ားေၾကာင့္ ႏိုင္ငံေရး၊ လူမႈေရး၊ စီးပြားေရး ထိခိုက္ က်ဆင္းမႈ မျဖစ္ ေစေရး၊ အုပ္ခ်ဳပ္ေရး ယႏၱရား တည္ေဆာက္ႏုိင္ေရး၊ ရပ္ရြာ ေအးခ်မ္းသာယာေရးႏွင့္ တရားဥပေဒ စိုးမိုးေရး အတြက္ ၿမိဳ႕နယ္ ၅ ခုတြင္ ပုဒ္မ ၁၄၄ ထုတ္ျပန္ေၾကာင္း ျပည္နယ္ အစုိးရက ဧၿပီလ ၁ ရက္၌ အမိန္႔ တရပ္ ေၾကညာခဲ့သည္။ဆက္လက္ဖတ္ရႈရန္ - http://bit.ly/2IaqwEL",,"","","","","","","www.facebook.com/theirrawaddyburmese/","GEC_Burma_NewsOutlets",1554343200000,"2019-04-04 08:05:39.109","121507374560090",,"121507374560090_2530265143684289","121507374560090_2530265143684289",
"http://facebook.com/165747586797897_2257705410935427","feed","2019-04-04 02:00:00","Shan Womens Action Network (SWAN)","Shan Womens Action Network (SWAN)","Thank-you to our friends at HART - Humanitarian Aid Relief Trust for a lively discussion on disability awareness in Burma and along the border - as well as options for increased visibility and improved access. According to the 2014 Myanmar census  4.6 percent of the country’s population or 2.4 million people in the country live with a disability. Of that number 17pc or 414 000 are people intellectually disabled.We look forward to continuing this conversation and working closer together!",,"","","","","","","www.facebook.com/swan.shanwomen/","GEC_Burma_EthnicShanOrganizations",1554343200000,"2019-04-10 11:55:27.291","165747586797897",,"165747586797897_2257705410935427","165747586797897_2257705410935427",
"http://facebook.com/792607210873497_1541730662627811","feed","2019-04-04 02:27:06","Myanmar State Counsellor Office","Myanmar State Counsellor Office","State Counsellor welcomes new Indian  Hungarian  Australian  Swiss AmbassadorsDaw Aung San Suu Kyi  State Counsellor and Union Minister for Foreign Affairs of the Republic of the Union of Myanmar separately received the newly appointed Ambassadors to Myanmar: Mr. Saurabh Kumar of India  Mr. Szilveszter Bus of Hungary  Ms. Andrea Faulkner of Australia and Mr. Tim Enderlin of Switzerland  on 3 April 2019 at the Ministry of Foreign Affairs in Nay Pyi Taw.During the meeting  they cordially exchanged views on matters pertaining to the promotion of bilateral relations  enhancement of cooperation in areas such as education  agriculture  trade and investment  water management as well as in the international fora.",,"","","","","","","www.facebook.com/state.counsellor/","GEC_Burma_GovernmentOffices",1554344826000,"2019-04-10 10:02:55.151","792607210873497",,"792607210873497_1541730662627811","792607210873497_1541730662627811",
"http://facebook.com/1547146415542281_2269290319994550","feed","2019-04-04 02:39:18","Thura U Shwe Mann","Thura U Shwe Mann",,,"","","","","","","www.facebook.com/HEThuraUShweMann/","GEC_Burma_PoliticalParties",1554345558000,"2019-04-10 07:00:42.931","1547146415542281",,"1547146415542281_2269290319994550","1547146415542281_2269290319994550",
"http://facebook.com/1607315782878610_2401636853446495","feed","2019-04-04 02:39:30","Frontier Myanmar","Frontier Myanmar","Although “feminism” and certainly The Vagina Monologues sound Western  to dismiss it and them as “imported ideology” would be inconsistent with Myanmar’s own history of democratic struggle  argued Nandar.",,"","","","","","","﻿www.facebook.com/frontiermyanmar.net/","GEC_Burma_NewsOutlets",1554345570000,"2019-04-10 08:20:01.892","1607315782878610",,"1607315782878610_2401636853446495","1607315782878610_2401636853446495",
"http://facebook.com/121507374560090_2530303260347144","feed","2019-04-04 03:00:00","The Irrawaddy - Burmese Edition","The Irrawaddy - Burmese Edition","“ ဒီလိုေတြျဖစ္ၿပီဆိုရင္ အေမပါ လာတာမ်ိဳး၊ အေဒၚ ပါလာတာမ်ိဳး ရိွတယ္။ အဲဒီအခါမွာ သူတို႔ရဲ႕ အေျဖက အေျဖမွန္ ဘယ္ေတာ့မွ မထြက္လာဘူး။ အဲဒီလိုမ်ိဳးဆို လူခြဲ လိုက္ရတာ မ်ိဳး ရိွတယ္။ လူခြဲလိုက္ၿပီးေမးတဲ့ အခါမွာ အမွန္ေတြ ေပၚလာတာ ရိွတယ္။ သူတို႔မွာ စိတ္ဒဏ္ရာ ရိွေနေတာ့ သူစိမ္း မေျပာနဲ႔ မိခင္နဲ႔ ေဆြမ်ိဳးပါလာတာေတာင္ မေျပာရဲတဲ့ စိတ္ဒဏ္ရာေတြ ရိွေနပါတယ္ဆက္လက္ဖတ္ရႈရန္ - http://bit.ly/2FSYdbc",,"","","","","","","www.facebook.com/theirrawaddyburmese/","GEC_Burma_NewsOutlets",1554346800000,"2019-04-04 08:05:39.109","121507374560090",,"121507374560090_2530303260347144","121507374560090_2530303260347144",
"http://facebook.com/1006341806128842_2106933479402997","feed","2019-04-04 03:04:11","Burma News International - English News","Burma News International - English News","CNF  ICRC Discuss Paletwa IDP Support “The ICRC has already opened offices in conflict-affected areas  but there is no ICRC office in Chin State. They are considering working there ” Dr. Shui Khur told Khonumthung News. “They came to discuss how they could effectively work in Chin State.”Although clashes between the Burma Army and the Arakan Army (AA) have been ongoing since 2015  fighting has intensified in recent months  with thousands displaced in Rakhine and Chin states.",,"","","","","","","www.facebook.com/BNIBurmaNewsInternational/","GEC_Burma_NewsOutlets",1554347051000,"2019-04-08 10:35:31.632","1006341806128842",,"1006341806128842_2106933479402997","1006341806128842_2106933479402997",
"http://facebook.com/130873627087773_876184169223378","feed","2019-04-04 03:08:07","Union Solidarity and Development Party","Union Solidarity and Development Party","ဖြဲ႕စည္းပံုအေျခခံဥပေဒျပင္ဆင္ေရးဆိုင္ရာသိေကာင္းစရာေဆြးေႏြးပြဲျပည္ခုိင္ၿဖိဳးပါတီဗဟိုအတြင္းေရးမွဴး တက္ေရာက္အမွာစကားေျပာၾကား ============================================မေကြး ဧၿပီ ၃မေကြးၿမိဳ႕နယ္ ျပည္ေထာင္စု ၾကံ့ခိုင္ေရးႏွင့္ဖြြံ႕ၿဖိဳးေရးပါတီ ဖြဲ႔စည္းပံုအေျခခံဥပေဒ(၂ဝဝ၈) ျပင္ဆင္ေရးဆိုင္ရာသိေကာင္းစရာ ေဆြးေႏြးပြဲကို ယမန္ေန႔နံနက္ ၉ နာရီခြဲက တိုင္းေဒသႀကီးပါတီအစည္းအေဝးခန္းမ၌ျပဳလုပ္ရာ ျပည္ေထာင္စုၾကံ့ခုိင္ေရးႏွင့္ဖြံ႕ၿဖိဳးေရးပါတီဗဟုိအတြင္းေရးမွဴး ဦးပုိက္ေထြးတက္ေရာက္အမွာစကားေျပာၾကားခဲ့သည္။ အစီအစဥ္အရ ႏိုင္ငံေတာ္အလံအေလးျပဳျခင္း၊ ႏိုင္ငံေတာ္ သီခ်င္းသီဆိုျခင္းတို႔ေဆာင္ရြက္ၾကၿပီး ဗဟိုအတြင္းေရးမွဴးက အမွာစကားေျပာၾကားသည္။ ဆက္လက္၍ တိုင္းေဒသႀကီးပါတီ ေကာ္မတီဝင္ ဦးေစာဝင္းေမာင္ႏွင့္ ဦးလွေဆြတို႔က ဖြဲ႔စည္းပံု အေျခခံဥပေဒဆိုင္ရာမ်ား ရွင္းလင္းေျပာၾကားၿပီး ဦးဟန္ေမာင္က စည္း႐ံုးေရးဆိုင္ရာမ်ား ေဆြးေႏြးေျပာၾကားသည္။ ဆက္လက္၍ တက္ေရာက္လာသူမ်ားက သိရွိလိုသည္မ်ား ေမးျမန္းမႈအေပၚ တိုင္းေဒသႀကီး ပါတီဥကၠ႒က ျပန္လည္ရွင္းလင္းခဲ့ၿပီး မြန္းတည့္ ၁၂နာရီတြင္ ေတြ႕ဆံုပြဲၿပီးေျမာက္ေၾကာင္းႏွင့္ ေတြ႕ဆံုပြဲသို႔ ဗဟို အတြင္းေရးမွဴး ဦးပိုက္ေထြး၊ ဗဟိုအလုပ္အမႈေဆာင္ မေကြးတိုင္း ေဒသႀကီးပါတီဥကၠ႒ ေဒါက္တာေမာင္ေမာင္ေဌး၊ တိုင္းေဒသႀကီး ပါတီ အတြင္းေရးမွဴး ဦးဆန္းၫြန္႔ေအာင္ႏွင့္တိုင္းေဒသႀကီးပါတီ ေကာ္မတီဝင္မ်ား၊ မေကြးခ႐ိုင္ပါတီဥကၠ႒ ဦးထြန္းရွိန္ႏွင့္ ခ႐ိုင္ ပါတီေကာ္မတီဝင္မ်ား၊ ၿမိဳ႕နယ္ပါတီဥကၠ႒ ဦးေအာင္သိန္းေက်ာ္၊ အတြင္းေရးမွဴး ဦးတင္မ်ဳိးေဇာ္ႏွင့္ ၿမိဳ႕နယ္ေကာ္မတီဝင္မ်ား၊ ရပ္/ ေက်းပါတီဥကၠ႒မ်ား၊ ပါတီဝင္မ်ား၊ ဖိတ္ၾကားထားသူမ်ားစုစု ေပါင္း ၁၅ဝ ခန္႔ တက္ေရာက္ေၾကာင္းႏွင့္ ဗဟိုအတြင္းေရးမွဴး ဦးပိုက္ေထြးသည္ မြန္းလြဲ ၁ နာရီမွ ၃ နာရီအထိျပဳလုပ္ေသာ မေကြးတိုင္းေဒသႀကီးပါတီေကာ္မတီဝင္မ်ား အပတ္စဥ္လုပ္ငန္း ညႇိႏိႈင္းအစည္းအေဝးသို႔တက္ေရာက္ခဲ့ၿပီး ပါတီစည္း႐ံုးေရး၊ စီမံ ခန္႔ခြဲေရး၊ ဘ႑ာေရးႏွင့္ သတင္းထုတ္ျပန္ေရးဆုိင္ရာကိစၥရပ္မ်ား ေဆြးေႏြးမွာၾကားခဲ့ေၾကာင္း သိရသည္။မင္းေဇာ္(မေကြး)",,"","","","","","","www.facebook.com/pyikhinephyomyanmar/","GEC_Burma_PoliticalParties",1554347287000,"2019-04-09 10:00:46.290","130873627087773",,"130873627087773_876184169223378","130873627087773_876184169223378",
